Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed
Crewmate,Loss,4,No,Yes,-,15m 21s,No,0
Crewmate,Loss,4,No,No,-,08m 40s,No,0
Crewmate,Win,7,Yes,Yes,-,21m 49s,No,0
Crewmate,Win,6,No,No,-,15m 35s,No,0
Crewmate,Win,7,No,Yes,-,17m 50s,No,0
Crewmate,Loss,3,No,Yes,-,11m 20s,No,0
Crewmate,Win,4,No,No,-,08m 01s,No,0
Crewmate,Win,7,Yes,No,-,17m 22s,No,1
Imposter,Win,-,-,-,4,09m 19s,No,
Crewmate,Win,3,No,No,-,02m 39s,No,0
Crewmate,Win,6,Yes,Yes,-,07m 04s,No,0
Crewmate,Loss,5,No,No,-,10m 27s,No,0
Crewmate,Win,4,No,No,-,14m 29s,No,0
Imposter,Win,-,-,-,1,00m 46s,No,
Crewmate,Win,4,No,No,-,13m 28s,No,1
Crewmate,Win,5,No,No,-,11m 28s,Yes,0
Crewmate,Loss,7,Yes,Yes,-,11m 51s,No,1
Crewmate,Loss,4,No,Yes,-,12m 22s,No,0
Imposter,Win,-,-,-,2,00m 57s,No,
Crewmate,Loss,3,No,No,-,04m 37s,No,1
Crewmate,Loss,0,No,No,-,01m 51s,Yes,0
Crewmate,Win,3,No,No,-,02m 52s,No,0
Crewmate,Loss,2,No,No,-,06m 16s,No,0
Imposter,Win,-,-,-,1,01m 49s,No,
Imposter,Win,-,-,-,1,01m 01s,No,
Crewmate,Loss,5,Yes,No,-,06m 57s,No,3
Crewmate,Win,7,Yes,Yes,-,13m 39s,No,0
Imposter,Loss,-,-,-,3,22m 35s,No,
Imposter,Win,-,-,-,3,12m 30s,No,
Crewmate,Win,5,No,No,-,09m 12s,No,1
Crewmate,Loss,0,No,Yes,-,08m 31s,No,1
Crewmate,Win,4,No,No,-,16m 02s,No,0
Crewmate,Loss,3,No,Yes,-,10m 27s,No,0
Crewmate,Win,5,No,No,-,07m 22s,Yes,0
Crewmate,Win,4,No,Yes,-,14m 49s,No,0
Imposter,Loss,-,-,-,2,16m 49s,No,
Imposter,Win,-,-,-,4,14m 55s,No,
Crewmate,Loss,6,No,Yes,-,14m 22s,No,0
Crewmate,Win,1,No,Yes,-,02m 23s,No,0
Crewmate,Win,0,No,Yes,-,02m 44s,No,0
Crewmate,Win,1,No,No,-,02m 55s,No,0
Crewmate,Loss,4,No,Yes,-,14m 00s,No,0
Imposter,Win,-,-,-,3,09m 10s,No,
Crewmate,Win,7,Yes,No,-,13m 25s,No,3
Crewmate,Win,4,No,No,-,07m 40s,No,0
Imposter,Loss,-,-,-,3,13m 24s,No,
Crewmate,Loss,3,No,Yes,-,07m 46s,No,0
Crewmate,Win,6,No,No,-,15m 11s,Yes,0
Crewmate,Win,1,No,No,-,03m 58s,No,0
Crewmate,Win,3,No,Yes,-,06m 50s,No,0
Crewmate,Win,5,No,No,-,10m 18s,No,3
Crewmate,Win,3,No,Yes,-,07m 23s,No,1
Crewmate,Win,7,Yes,Yes,-,18m 40s,No,1
Crewmate,Loss,2,No,No,-,08m 37s,No,0
Crewmate,Win,4,No,No,-,06m 42s,No,0
Imposter,Win,-,-,-,2,10m 27s,No,
Crewmate,Win,7,Yes,No,-,12m 12s,No,0
Imposter,Win,-,-,-,2,13m 53s,No,
Crewmate,Loss,3,No,No,-,05m 13s,Yes,0
Crewmate,Win,7,Yes,No,-,15m 28s,Yes,0
Imposter,Win,-,-,-,4,15m 43s,No,
Crewmate,Loss,3,No,Yes,-,13m 31s,No,1
Imposter,Win,-,-,-,4,08m 53s,No,
Crewmate,Loss,4,No,No,-,02m 15s,No,1
Crewmate,Loss,2,No,No,-,12m 54s,No,0
Crewmate,Loss,1,No,Yes,-,08m 44s,No,0
Imposter,Win,-,-,-,4,10m 12s,No,
Crewmate,Win,2,No,Yes,-,06m 45s,No,0
Crewmate,Win,4,No,No,-,17m 01s,No,1
Crewmate,Win,5,No,No,-,08m 18s,No,0
Imposter,Win,-,-,-,3,19m 45s,No,
Imposter,Loss,-,-,-,1,05m 45s,No,
Crewmate,Win,2,No,No,-,04m 31s,No,0
Crewmate,Win,6,No,Yes,-,17m 01s,No,1
Imposter,Win,-,-,-,2,03m 21s,No,
Crewmate,Loss,2,No,No,-,04m 55s,No,0
Crewmate,Win,0,No,No,-,05m 38s,No,2
Crewmate,Loss,4,No,Yes,-,05m 00s,No,0
Crewmate,Win,3,No,Yes,-,13m 53s,No,0
Crewmate,Loss,5,No,Yes,-,09m 23s,No,0
Imposter,Win,-,-,-,1,04m 30s,No,
Crewmate,Loss,2,No,No,-,08m 53s,Yes,5
Crewmate,Win,2,No,Yes,-,02m 20s,No,0
Crewmate,Win,1,No,No,-,02m 22s,No,0
Crewmate,Win,7,Yes,Yes,-,10m 20s,No,2
Crewmate,Win,0,No,No,-,05m 35s,No,1
Crewmate,Loss,7,Yes,No,-,13m 47s,No,1
Imposter,Win,-,-,-,2,05m 07s,No,
Imposter,Win,-,-,-,2,08m 49s,No,
Crewmate,Loss,3,No,Yes,-,06m 04s,No,1
Imposter,Win,-,-,-,3,09m 25s,No,
Crewmate,Win,8,Yes,Yes,-,15m 21s,No,3
Imposter,Win,-,-,-,3,18m 12s,No,
Crewmate,Win,8,Yes,Yes,-,11m 51s,No,0
Imposter,Win,-,-,-,3,17m 02s,No,
Imposter,Win,-,-,-,2,08m 57s,No,
Crewmate,Loss,8,No,Yes,-,14m 07s,No,0
Imposter,Loss,-,-,-,2,07m 53s,No,
Imposter,Loss,-,-,-,1,10m 36s,No,
Crewmate,Win,8,Yes,No,-,14m 43s,No,0
Crewmate,Win,2,No,No,-,02m 01s,No,1
Crewmate,Win,1,No,No,-,01m 48s,No,0
Crewmate,Loss,6,No,No,-,11m 52s,Yes,1
Imposter,Win,-,-,-,1,03m 07s,Yes,
Crewmate,Win,4,No,Yes,-,05m 43s,No,1
Crewmate,Win,4,No,Yes,-,05m 58s,No,0
Crewmate,Loss,3,No,No,-,10m 53s,No,0
Crewmate,Loss,7,No,Yes,-,13m 04s,No,1
Crewmate,Win,4,No,Yes,-,13m 55s,No,0
Crewmate,Loss,7,No,No,-,16m 42s,No,4
Imposter,Loss,-,-,-,2,13m 13s,No,
Crewmate,Win,6,No,No,-,15m 28s,No,1
Crewmate,Win,6,Yes,Yes,-,11m 02s,No,0
Crewmate,Win,2,No,Yes,-,15m 29s,No,0
Crewmate,Win,1,No,Yes,-,09m 53s,No,1
Crewmate,Loss,8,Yes,No,-,18m 17s,No,0
Crewmate,Win,5,No,No,-,10m 28s,No,0
Imposter,Loss,-,-,-,2,12m 04s,No,
Imposter,Loss,-,-,-,2,15m 29s,No,
Crewmate,Loss,7,No,Yes,-,11m 55s,No,0
Imposter,Win,-,-,-,2,12m 03s,No,
Crewmate,Loss,4,No,No,-,14m 22s,No,1
Imposter,Win,-,-,-,4,13m 01s,No,
Crewmate,Loss,7,No,Yes,-,05m 39s,No,2
Crewmate,Win,8,Yes,No,-,07m 05s,No,1
Crewmate,Loss,8,Yes,Yes,-,12m 36s,No,0
Crewmate,Loss,2,No,No,-,07m 01s,No,0
Crewmate,Loss,4,No,No,-,08m 49s,No,1
Crewmate,Win,7,Yes,Yes,-,13m 39s,No,0
Crewmate,Win,7,Yes,Yes,-,22m 36s,No,0
Crewmate,Loss,5,No,No,-,08m 49s,No,1
Crewmate,Win,7,Yes,No,-,15m 45s,No,0
Imposter,Loss,-,-,-,0,21m 33s,No,
Crewmate,Loss,5,No,Yes,-,26m 07s,No,2
Crewmate,Loss,6,No,No,-,20m 28s,No,2
Crewmate,Win,4,No,Yes,-,16m 28s,No,0
Crewmate,Loss,6,No,Yes,-,12m 58s,No,0
Crewmate,Win,7,Yes,No,-,17m 48s,No,0
Crewmate,Win,7,Yes,No,-,12m 15s,No,2
Crewmate,Win,8,Yes,Yes,-,13m 32s,No,1
Crewmate,Win,8,Yes,Yes,-,14m 28s,No,1
Imposter,Win,-,-,-,2,15m 18s,No,
Crewmate,Loss,8,Yes,No,-,14m 00s,No,0
Crewmate,Win,7,Yes,No,-,13m 57s,No,0
Imposter,Loss,-,-,-,1,11m 45s,No,
Crewmate,Loss,8,Yes,No,-,09m 51s,No,2
Imposter,Loss,-,-,-,3,11m 25s,Yes,
Crewmate,Win,7,Yes,No,-,16m 50s,No,2
Crewmate,Win,7,Yes,No,-,13m 56s,No,1
Imposter,Win,-,-,-,3,09m 16s,No,
Crewmate,Win,7,Yes,No,-,17m 05s,No,0
Crewmate,Win,7,Yes,Yes,-,17m 16s,No,0
Crewmate,Loss,8,Yes,Yes,-,23m 01s,No,1
Crewmate,Loss,5,No,No,-,08m 47s,No,0
Crewmate,Loss,6,No,No,-,08m 28s,No,0
Crewmate,Loss,7,No,No,-,13m 44s,No,1
Crewmate,Loss,2,No,Yes,-,07m 38s,No,0
Crewmate,Loss,6,No,No,-,05m 55s,No,1
Crewmate,Loss,7,No,Yes,-,08m 41s,No,1
Imposter,Win,-,-,-,3,05m 53s,No,
Crewmate,Loss,7,Yes,Yes,-,10m 28s,No,0
Crewmate,Loss,7,Yes,Yes,-,12m 55s,No,1
Crewmate,Win,6,Yes,Yes,-,12m 29s,No,0
Crewmate,Win,6,No,No,-,12m 52s,No,0
Crewmate,Win,7,Yes,Yes,-,08m 54s,No,1
Crewmate,Loss,2,No,Yes,-,07m 12s,No,0
Crewmate,Win,5,No,Yes,-,13m 16s,No,0
Crewmate,Loss,2,No,No,-,06m 44s,No,0
Crewmate,Loss,3,No,Yes,-,13m 08s,No,1
Imposter,Win,-,-,-,1,06m 38s,No,
Crewmate,Loss,6,No,Yes,-,13m 20s,No,0
Crewmate,Win,3,No,No,-,14m 13s,No,1
Crewmate,Win,7,Yes,No,-,13m 59s,No,0
Crewmate,Loss,4,No,Yes,-,15m 01s,No,0
Crewmate,Win,7,Yes,Yes,-,19m 43s,No,0
Imposter,Win,-,-,-,2,09m 04s,No,
Crewmate,Win,7,Yes,Yes,-,14m 45s,No,0
Crewmate,Win,5,No,Yes,-,12m 35s,No,0
Crewmate,Win,8,Yes,No,-,18m 53s,No,0
Crewmate,Win,3,No,No,-,04m 30s,No,1
Crewmate,Win,3,No,No,-,13m 47s,No,1
Imposter,Win,-,-,-,1,07m 49s,No,
Imposter,Win,-,-,-,3,10m 30s,No,
Imposter,Win,-,-,-,2,15m 43s,No,
Crewmate,Loss,8,Yes,Yes,-,13m 45s,No,0
Crewmate,Win,4,No,Yes,-,13m 33s,No,0
Crewmate,Loss,6,No,Yes,-,07m 59s,No,0
Imposter,Win,-,-,-,4,15m 55s,No,
Crewmate,Loss,3,No,No,-,10m 34s,No,1
Crewmate,Win,4,No,No,-,16m 45s,No,0
Crewmate,Win,4,No,Yes,-,08m 36s,No,0
Crewmate,Loss,5,No,Yes,-,07m 41s,No,0
Imposter,Win,-,-,-,3,09m 01s,No,
Crewmate,Loss,8,Yes,No,-,16m 38s,No,0
Crewmate,Loss,8,Yes,Yes,-,22m 40s,No,0
Crewmate,Loss,8,Yes,Yes,-,11m 31s,No,0
Imposter,Win,-,-,-,3,12m 05s,No,
Crewmate,Win,0,No,Yes,-,04m 51s,No,0
Crewmate,Loss,9,Yes,Yes,-,18m 57s,No,1
Imposter,Win,-,-,-,1,08m 08s,No,
Imposter,Win,-,-,-,4,16m 45s,No,
Crewmate,Win,7,Yes,Yes,-,24m 39s,No,0
Crewmate,Win,4,No,Yes,-,04m 39s,No,0
Crewmate,Win,7,Yes,No,-,28m 42s,No,1
Crewmate,Loss,7,Yes,Yes,-,14m 21s,No,0
Crewmate,Win,5,No,Yes,-,12m 08s,No,1
Crewmate,Loss,3,No,No,-,10m 34s,No,2
Crewmate,Loss,5,No,Yes,-,18m 13s,No,0
Imposter,Win,-,-,-,2,13m 03s,No,
Crewmate,Win,7,Yes,Yes,-,19m 40s,No,0
Crewmate,Win,5,No,No,-,12m 06s,No,1
Crewmate,Loss,7,Yes,Yes,-,10m 25s,No,0
Crewmate,Win,6,No,Yes,-,09m 43s,No,0
Crewmate,Loss,3,No,Yes,-,04m 23s,No,0
Crewmate,Loss,5,No,Yes,-,14m 03s,No,0
Imposter,Win,-,-,-,3,09m 05s,No,
Imposter,Loss,-,-,-,3,11m 11s,No,
Crewmate,Loss,4,No,Yes,-,07m 51s,No,0
Crewmate,Win,2,No,No,-,06m 02s,No,1
Crewmate,Win,1,No,No,-,13m 18s,No,0
Crewmate,Win,1,No,No,-,10m 06s,No,1
Crewmate,Win,1,No,No,-,05m 02s,No,0
Crewmate,Loss,2,No,No,-,03m 45s,Yes,0
Crewmate,Win,2,No,No,-,06m 37s,No,2
Crewmate,Win,5,No,Yes,-,04m 37s,No,0
Crewmate,Win,8,Yes,Yes,-,11m 38s,No,1
Crewmate,Win,8,Yes,No,-,14m 11s,No,0
Crewmate,Win,8,Yes,Yes,-,11m 35s,No,0
Crewmate,Loss,8,Yes,Yes,-,07m 21s,No,0
Crewmate,Win,6,No,No,-,16m 17s,No,0
Crewmate,Loss,5,No,Yes,-,13m 02s,No,4
Crewmate,Loss,5,No,Yes,-,12m 35s,No,0
Crewmate,Win,4,No,No,-,10m 13s,No,0
Imposter,Win,-,-,-,2,04m 13s,No,
Crewmate,Win,2,No,No,-,08m 11s,No,0
Crewmate,Win,9,Yes,Yes,-,17m 56s,No,0
Crewmate,Win,1,No,No,-,05m 12s,No,0
Crewmate,Win,2,No,Yes,-,11m 43s,No,0
Crewmate,Win,9,Yes,Yes,-,10m 54s,No,0
Crewmate,Loss,5,No,No,-,18m 07s,No,0
Crewmate,Win,9,Yes,No,-,12m 19s,No,0
Crewmate,Win,0,No,Yes,-,02m 39s,No,0
Crewmate,Win,1,No,No,-,00m 22s,No,1
Crewmate,Loss,0,No,Yes,-,02m 00s,No,0
Crewmate,Win,4,No,Yes,-,09m 20s,No,0
Imposter,Win,-,-,-,3,02m 37s,No,
Crewmate,Loss,2,No,No,-,02m 00s,No,0
Crewmate,Win,1,No,No,-,04m 33s,No,2
Crewmate,Win,4,No,No,-,04m 08s,No,0
Crewmate,Loss,0,No,No,-,00m 15s,No,0
Imposter,Win,-,-,-,1,01m 06s,No,
Crewmate,Loss,1,No,No,-,01m 11s,No,0
Crewmate,Loss,1,No,No,-,00m 22s,No,0
Crewmate,Win,0,No,No,-,01m 30s,No,0
Crewmate,Win,0,No,No,-,01m 40s,No,0
Crewmate,Win,8,No,No,-,14m 23s,No,0
Crewmate,Loss,6,No,Yes,-,13m 18s,No,0
Crewmate,Win,6,No,No,-,13m 52s,No,2
Crewmate,Loss,7,No,Yes,-,12m 34s,No,0
Crewmate,Loss,9,Yes,No,-,14m 01s,No,2
Crewmate,Loss,4,No,Yes,-,07m 41s,No,0
Crewmate,Win,9,Yes,Yes,-,13m 58s,No,0
Crewmate,Win,6,Yes,No,-,09m 06s,Yes,0
Crewmate,Loss,2,No,Yes,-,01m 01s,No,0
Imposter,Win,-,-,-,1,03m 01s,No,
Imposter,Loss,-,-,-,0,01m 50s,Yes,
Crewmate,Win,1,No,No,-,02m 20s,No,0
Crewmate,Loss,1,No,No,-,02m 21s,No,1
Imposter,Win,-,-,-,1,00m 31s,No,
Crewmate,Loss,0,No,No,-,06m 56s,No,0
Imposter,Win,-,-,-,2,03m 25s,No,
Crewmate,Loss,2,No,No,-,03m 41s,No,0
Crewmate,Loss,0,No,Yes,-,03m 47s,No,0
Imposter,Win,-,-,-,3,05m 24s,No,
Crewmate,Loss,3,No,Yes,-,03m 29s,No,0
Imposter,Win,-,-,-,1,01m 59s,No,
Crewmate,Loss,1,No,No,-,06m 55s,Yes,1
Crewmate,Loss,2,No,No,-,01m 59s,No,0
Crewmate,Loss,1,No,Yes,-,01m 38s,No,0
Crewmate,Win,2,No,Yes,-,05m 55s,No,0
Crewmate,Win,1,No,No,-,03m 03s,No,1
Crewmate,Win,2,No,No,-,06m 19s,No,0
Crewmate,Win,8,Yes,Yes,-,21m 27s,No,0
Crewmate,Loss,4,No,Yes,-,11m 10s,No,0
Crewmate,Win,8,Yes,No,-,12m 23s,No,2
Crewmate,Loss,6,Yes,Yes,-,02m 56s,No,0
Crewmate,Win,3,No,No,-,02m 41s,No,0
Imposter,Win,-,-,-,2,10m 24s,No,
Crewmate,Win,1,No,No,-,01m 56s,No,0
Imposter,Win,-,-,-,2,07m 31s,No,
Imposter,Win,-,-,-,3,06m 57s,No,
Imposter,Loss,-,-,-,1,02m 47s,Yes,
Crewmate,Win,5,No,Yes,-,03m 11s,No,1
Crewmate,Win,0,No,No,-,01m 15s,No,0
Imposter,Win,-,-,-,1,02m 31s,No,
Crewmate,Win,0,No,No,-,00m 14s,No,0
Crewmate,Win,2,No,No,-,03m 40s,No,1
Crewmate,Loss,6,No,Yes,-,09m 06s,No,1
Crewmate,Loss,3,No,Yes,-,01m 48s,No,0
Crewmate,Win,2,No,No,-,00m 35s,No,0
Crewmate,Win,8,Yes,No,-,09m 38s,Yes,0
Crewmate,Win,8,Yes,Yes,-,08m 56s,No,0
Crewmate,Win,8,Yes,No,-,09m 56s,No,0
Imposter,Win,-,-,-,1,04m 47s,No,
Crewmate,Win,4,No,No,-,03m 42s,No,0
Imposter,Win,-,-,-,1,10m 19s,No,
Imposter,Loss,-,-,-,0,07m 43s,Yes,
Crewmate,Win,6,No,No,-,12m 12s,No,1
Crewmate,Loss,1,No,No,-,05m 11s,No,0
Imposter,Loss,-,-,-,3,14m 13s,No,
Crewmate,Win,1,No,No,-,05m 18s,No,0
Crewmate,Win,2,No,No,-,15m 08s,No,1
Imposter,Win,-,-,-,5,12m 09s,No,
Crewmate,Loss,5,No,Yes,-,09m 31s,No,1
Crewmate,Loss,3,No,No,-,08m 49s,No,0
Crewmate,Loss,5,No,Yes,-,09m 12s,No,1
Crewmate,Loss,3,No,No,-,08m 25s,No,0
Crewmate,Loss,8,Yes,No,-,09m 19s,No,0
Crewmate,Loss,8,Yes,Yes,-,11m 21s,No,0
Crewmate,Win,1,No,No,-,04m 40s,No,0
Crewmate,Loss,5,No,No,-,08m 55s,No,2
Crewmate,Loss,2,No,Yes,-,12m 51s,No,0
Crewmate,Win,3,No,Yes,-,13m 47s,No,0
Crewmate,Win,1,No,Yes,-,04m 28s,No,1
Imposter,Loss,-,-,-,1,09m 35s,No,
Crewmate,Loss,7,No,Yes,-,11m 00s,No,0
Crewmate,Loss,3,No,Yes,-,13m 16s,No,0
Crewmate,Loss,0,No,Yes,-,03m 58s,No,0
Crewmate,Loss,3,No,Yes,-,06m 24s,No,2
Crewmate,Loss,8,Yes,No,-,11m 08s,No,0
Crewmate,Win,5,No,No,-,07m 39s,No,0
Crewmate,Loss,2,No,Yes,-,08m 26s,No,0
Crewmate,Loss,0,No,Yes,-,03m 43s,No,0
Crewmate,Win,4,No,Yes,-,05m 29s,No,1
Imposter,Loss,-,-,-,1,11m 03s,No,
Imposter,Loss,-,-,-,1,11m 02s,No,
Crewmate,Loss,2,No,No,-,05m 48s,No,1
Crewmate,Loss,7,No,Yes,-,06m 32s,No,0
Crewmate,Win,8,Yes,No,-,21m 56s,No,0
Crewmate,Win,6,No,No,-,15m 43s,No,1
Crewmate,Win,8,Yes,Yes,-,22m 34s,No,0
Crewmate,Win,4,No,No,-,15m 51s,No,1
Crewmate,Loss,5,No,No,-,09m 55s,No,2
Crewmate,Win,2,No,No,-,15m 21s,No,0
Imposter,Loss,-,-,-,1,04m 55s,No,
Crewmate,Loss,5,No,Yes,-,13m 41s,No,0
Imposter,Loss,-,-,-,2,16m 29s,No,
Crewmate,Loss,8,Yes,Yes,-,16m 57s,No,0
Crewmate,Loss,2,No,No,-,13m 21s,Yes,1
Crewmate,Win,4,No,Yes,-,07m 19s,No,0
Imposter,Loss,-,-,-,2,07m 06s,Yes,
Crewmate,Loss,6,No,Yes,-,09m 00s,No,0
Crewmate,Loss,8,Yes,No,-,08m 50s,No,0
Imposter,Loss,-,-,-,1,15m 42s,No,
Crewmate,Win,7,No,Yes,-,14m 19s,No,0
Crewmate,Loss,2,No,Yes,-,02m 55s,No,0
Crewmate,Win,5,No,Yes,-,07m 48s,No,2
Crewmate,Win,3,No,Yes,-,03m 58s,No,0
Crewmate,Win,6,Yes,No,-,06m 20s,No,0
Crewmate,Loss,3,No,No,-,05m 52s,Yes,0
Crewmate,Win,7,Yes,No,-,11m 04s,No,1
Crewmate,Win,4,No,No,-,07m 41s,No,2
Crewmate,Win,5,Yes,No,-,07m 56s,No,2
Crewmate,Win,0,No,No,-,01m 14s,No,0
Crewmate,Win,1,No,No,-,01m 34s,No,1
Imposter,Loss,-,-,-,2,01m 51s,Yes,
Crewmate,Win,1,No,Yes,-,01m 55s,No,0
Crewmate,Loss,4,No,Yes,-,05m 05s,No,2
Crewmate,Loss,3,No,Yes,-,04m 30s,No,1
Imposter,Win,-,-,-,3,09m 19s,No,
Crewmate,Win,3,No,No,-,04m 40s,No,0
Crewmate,Loss,3,No,No,-,02m 22s,No,0
Crewmate,Win,7,Yes,Yes,-,09m 26s,No,0
Imposter,Win,-,-,-,2,14m 00s,No,
Crewmate,Loss,4,No,Yes,-,09m 10s,No,0
Crewmate,Win,7,Yes,No,-,13m 25s,No,0
Crewmate,Win,5,No,No,-,07m 40s,No,1
Crewmate,Loss,7,No,No,-,10m 19s,No,0
Crewmate,Win,5,No,Yes,-,16m 58s,No,1
Imposter,Loss,-,-,-,2,09m 25s,No,
Crewmate,Win,8,Yes,Yes,-,16m 25s,No,0
Crewmate,Win,1,No,Yes,-,12m 16s,No,0
Crewmate,Win,8,Yes,No,-,16m 09s,No,0
Crewmate,Loss,8,Yes,Yes,-,12m 47s,No,0
Crewmate,Loss,8,Yes,No,-,14m 46s,No,0
Crewmate,Win,1,No,Yes,-,11m 14s,No,0
Crewmate,Loss,7,No,No,-,12m 54s,No,0
Crewmate,Loss,7,Yes,Yes,-,18m 42s,No,0
Crewmate,Win,7,Yes,Yes,-,17m 56s,No,0
Crewmate,Win,6,No,No,-,09m 35s,No,1
Crewmate,Win,7,Yes,Yes,-,13m 03s,No,0
Crewmate,Win,5,No,Yes,-,08m 39s,No,0
Crewmate,Win,5,No,No,-,07m 44s,No,0
Imposter,Loss,-,-,-,3,12m 12s,No,
Crewmate,Win,8,Yes,No,-,13m 25s,No,0
Crewmate,Win,7,No,No,-,11m 41s,No,0
Imposter,Loss,-,-,-,2,17m 12s,No,
Crewmate,Win,8,Yes,Yes,-,15m 23s,No,0
Crewmate,Loss,0,No,Yes,-,00m 39s,No,0
Imposter,Win,-,-,-,2,08m 54s,No,
Imposter,Win,-,-,-,3,12m 17s,No,
Crewmate,Loss,5,No,Yes,-,09m 49s,No,0
Crewmate,Win,7,Yes,No,-,15m 05s,No,1
Crewmate,Loss,7,Yes,No,-,11m 07s,No,0
Imposter,Loss,-,-,-,3,11m 46s,No,
Crewmate,Win,2,No,No,-,03m 02s,No,0
Crewmate,Win,4,No,No,-,15m 24s,No,0
Crewmate,Win,7,No,Yes,-,14m 40s,No,1
Crewmate,Win,5,No,No,-,04m 40s,No,0
Crewmate,Win,8,Yes,Yes,-,15m 54s,No,0
Crewmate,Win,8,Yes,Yes,-,20m 27s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 28s,No,1
Crewmate,Win,6,Yes,Yes,-,11m 04s,No,0
Imposter,Win,-,-,-,4,07m 17s,No,
Imposter,Loss,-,-,-,1,12m 16s,Yes,
Crewmate,Loss,5,No,No,-,13m 39s,No,2
Crewmate,Loss,5,No,No,-,13m 40s,No,2
Crewmate,Loss,8,Yes,Yes,-,13m 01s,No,0
Crewmate,Loss,8,Yes,Yes,-,13m 01s,No,0
Imposter,Loss,-,-,-,3,12m 00s,No,
Imposter,Loss,-,-,-,3,12m 00s,No,
Crewmate,Win,7,Yes,Yes,-,06m 34s,No,0
Crewmate,Win,7,Yes,Yes,-,06m 34s,No,0
Crewmate,Win,7,Yes,Yes,-,10m 39s,No,1
Crewmate,Win,7,Yes,Yes,-,10m 38s,No,1
Crewmate,Loss,7,Yes,No,-,21m 46s,No,3
Crewmate,Loss,7,Yes,No,-,21m 45s,No,3
Imposter,Loss,-,-,-,2,09m 56s,No,
Imposter,Loss,-,-,-,2,09m 56s,No,
Crewmate,Win,6,No,No,-,08m 00s,No,0
Crewmate,Win,6,No,No,-,08m 00s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 34s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 34s,No,0
Crewmate,Loss,5,No,Yes,-,06m 46s,No,0
Crewmate,Loss,5,No,Yes,-,06m 45s,No,0
Crewmate,Win,3,No,No,-,01m 59s,No,0
Crewmate,Win,3,No,No,-,02m 00s,No,0
Crewmate,Win,7,Yes,Yes,-,12m 21s,No,1
Crewmate,Win,7,Yes,Yes,-,12m 22s,No,1
Imposter,Win,-,-,-,2,07m 29s,No,
Imposter,Win,-,-,-,2,07m 29s,No,
Crewmate,Win,7,Yes,Yes,-,15m 43s,No,0
Crewmate,Win,7,Yes,Yes,-,15m 43s,No,0
Crewmate,Win,7,Yes,No,-,08m 49s,No,0
Crewmate,Win,5,No,No,-,05m 48s,No,0
Imposter,Loss,-,-,-,2,04m 09s,No,
Crewmate,Win,3,No,Yes,-,03m 02s,No,0
Crewmate,Win,2,No,Yes,-,00m 31s,No,0
Crewmate,Loss,5,No,No,-,07m 55s,No,1
Crewmate,Loss,1,No,No,-,04m 01s,No,0
Crewmate,Loss,1,No,Yes,-,01m 52s,No,0
Crewmate,Win,2,No,No,-,03m 32s,No,0
Crewmate,Loss,4,No,Yes,-,06m 25s,No,0
Imposter,Win,-,-,-,2,05m 18s,No,
Imposter,Loss,-,-,-,1,04m 41s,No,
Imposter,Win,-,-,-,1,00m 39s,No,
Crewmate,Win,2,No,Yes,-,01m 57s,No,0
Imposter,Win,-,-,-,1,00m 30s,No,
Crewmate,Loss,4,No,No,-,03m 26s,No,0
Crewmate,Loss,3,No,No,-,04m 28s,Yes,0
Crewmate,Loss,4,No,Yes,-,04m 02s,No,0
Crewmate,Loss,0,No,No,-,02m 27s,No,0
Crewmate,Loss,4,No,Yes,-,05m 57s,No,0
Crewmate,Loss,1,No,No,-,02m 41s,No,0
Crewmate,Win,4,No,No,-,07m 21s,No,0
Crewmate,Win,2,No,No,-,04m 42s,No,0
Crewmate,Loss,0,No,No,-,02m 12s,No,1
Crewmate,Win,3,No,No,-,07m 36s,No,1
Crewmate,Win,4,No,No,-,07m 39s,No,2
Crewmate,Win,3,No,No,-,02m 52s,Yes,0
Crewmate,Loss,4,No,No,-,10m 45s,No,1
Imposter,Win,-,-,-,1,01m 51s,No,
Crewmate,Loss,1,No,No,-,03m 34s,No,0
Imposter,Win,-,-,-,1,03m 02s,No,
Crewmate,Win,1,No,No,-,03m 23s,No,0
Crewmate,Loss,0,No,No,-,02m 18s,No,0
Crewmate,Loss,2,No,Yes,-,04m 45s,No,0
Crewmate,Loss,1,No,No,-,03m 23s,Yes,1
Imposter,Win,-,-,-,2,01m 50s,No,
Crewmate,Loss,0,No,Yes,-,00m 35s,No,0
Crewmate,Loss,1,No,Yes,-,03m 26s,No,0
Imposter,Win,-,-,-,2,02m 10s,No,
Imposter,Win,-,-,-,2,02m 23s,No,
Crewmate,Loss,1,No,Yes,-,00m 46s,No,0
Crewmate,Loss,1,No,Yes,-,03m 00s,No,1
Crewmate,Loss,5,Yes,Yes,-,04m 54s,No,1
Crewmate,Win,0,No,Yes,-,01m 58s,No,0
Imposter,Loss,-,-,-,1,01m 07s,No,
Crewmate,Loss,5,Yes,Yes,-,08m 14s,No,0
Crewmate,Win,1,No,No,-,02m 01s,No,0
Imposter,Loss,-,-,-,1,01m 41s,No,
Crewmate,Loss,0,No,No,-,02m 38s,No,1
